"id","biz_provider_id","biz_name","biz_info","e_address","e_city","e_state","e_postal","e_zip_full","e_country","loc_county","loc_area_code","loc_FIPS","loc_MSA","loc_PMSA","loc_TZ","loc_DST","loc_LAT_centroid","loc_LAT_poly","loc_LONG_centroid","loc_LONG_poly","biz_phone","web_url","web_meta_title","web_meta_desc","web_meta_keys","biz_owner","f_emergency","biz_bedcount"
"16","010138","HILL HOSPITAL OF SUMTER COUNTY","Acute Care Hospitals","751 Derby Dr","York","AL","36925","36925-2121","USA","Sumter","205","01119","","","CST","Y","32.4360","32.491855","-88.2056","-88.295722","(205) 392-5263","","","","","Voluntary non-profit - Other","true",""
"17","200020","YORK HOSPITAL","Acute Care Hospitals","15 Hospital Dr","York","ME","03909","03909-1011","USA","York","207","23031","","6450","EST","Y","43.1677","43.142596","-70.6822","-70.651110","(207) 363-4321","http://www.yorkhospital.com","Welcome to York Hospital","","","Voluntary non-profit - Private","true","79"
"18","281336","YORK GENERAL HOSPITAL","Critical Access Hospitals","2222 S Lincoln Ave","York","NE","68467","","USA","York","402","31185","","","CST","Y","40.8416","40.841672","-97.5409","-97.598285","(402) 362-6671","","","","","Voluntary non-profit - Private","true",""
"19","390046","YORK HOSPITAL","Acute Care Hospitals","1001 S George St","York","PA","17403","17403-3676","USA","York","717","42133","9280","","EST","Y","39.9503","39.946460","-76.7105","-76.720182","(717) 851-2345","","","","","Voluntary non-profit - Private","true",""
"20","390101","MEMORIAL HOSPITAL YORK","Acute Care Hospitals","325 S Belmont St","York","PA","17403","17403-2608","USA","York","717","42133","9280","","EST","Y","39.9503","39.967635","-76.7105","-76.693820","(717) 843-8623","http://www.mhyork.org","Memorial Hospital - Memorial Hospital York, PA","Memorial Hospital is a 150 bed teaching hospital that is committed to promoting, improving and enhancing the health and well-being of the York community.  Memorial's vision is to be the first choice in the York community among patients, physicians and pay","York, Hospital, Visiting Nurses, Physicians, Doctors, Nurses, Birth, Baby pictures, Baby photos, relocation, mammogram, mammograms, rehabilitation, physical therapy, occupational therapy, occupational medicine, laboratory, radiology, orthopedics, clinic,","Voluntary non-profit - Private","true","0"
"21","330006","ST JOSEPH'S MEDICAL CENTER","Acute Care Hospitals","127 S Broadway","Yonkers","NY","10701","10701-4006","USA","Westchester","914","36119","","5600","EST","Y","40.9431","40.929608","-73.8809","-73.897016","(914) 378-7000","http://www.stjosephs.org","St. Joseph's Hospital: Welcome to St. Joseph's Hospital.","","","Voluntary non-profit - Other","true","194"
"22","330208","ST JOHN'S RIVERSIDE HOSPITAL","Acute Care Hospitals","976 N Broadway","Yonkers","NY","10701","10701-1302","USA","Westchester","914","36119","","5600","EST","Y","40.9431","40.967402","-73.8809","-73.885038","(914) 964-4444","http://www.riversidehealth.org","riversidehealth > Home","","","Voluntary non-profit - Private","true","234"
"23","451346","YOAKUM COMMUNITY HOSPITAL","Critical Access Hospitals","Carl Ramert Dr","Yoakum","TX","77995","","USA","Lavaca","361","48285","","","CST","Y","29.2421","29.301486","-97.0692","-97.124332","(361) 293-2321","","","","","Government - Hospital District or Authority","true",""
"24","400110","HOSPITAL METROPOLITANO DR TITO MATTEI","Acute Care Hospitals","ROAD 128 KM 1.0","YAUCO","PR","00698","","USA","Yauco","787","72153","6360","","EST+1","N","18.0306","","-66.8507","","(787) 856-1000","","","","","Proprietary","true","106"
"25","430012","AVERA SACRED HEART HOSPITAL","Acute Care Hospitals","501 Summit St","Yankton","SD","57078","57078-3855","USA","Yankton","605","46135","","","CST","Y","42.8878","42.872921","-97.4540","-97.407422","(605) 668-8000","http://www.averasacredheart.com","Avera Sacred Heart - Yankton, SD - Avera","It was over 100 years ago when the light of Avera Sacred Heart Hospital began to shine on Yankton.  It was then that we first began to provide care and compassion to the sick.  Today our ligh casts a healing glow over 120,000 residents in South Dakota and","avera sacred heart hospital, avera sacred heart, sacred heart hospital, sacred heart, avera, yankton, south dakota","Voluntary non-profit - Church","true","331"
"26","430096","LEWIS AND CLARK SPECIALTY HOSPITAL","Acute Care Hospitals","2601 Fox Run Pky","Yankton","SD","57078","57078-5341","USA","Yankton","605","46135","","","CST","Y","42.8878","42.899692","-97.4540","-97.399444","(605) 665-5100","","","","","Proprietary","true",""
"27","500012","YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER","Acute Care Hospitals","110 S 9th Ave","Yakima","WA","98902","98902-3315","USA","Yakima","509","53077","9260","","PST","Y","46.5979","46.597116","-120.5343","-120.520693","(509) 575-5102","http://www.providence.org","Providence Health & Services","","","Proprietary","true","190"
"28","500036","YAKIMA VALLEY MEMORIAL HOSPITAL","Acute Care Hospitals","2811 Tieton Dr","Yakima","WA","98902","98902-3761","USA","Yakima","509","53077","9260","","PST","Y","46.5979","46.592839","-120.5343","-120.546400","(509) 575-8000","http://www.yvmh.org","Yakima Valley Memorial Hospital, Yakima, WA","Yakima Valley Memorial Hospital: Trusted and advanced medical and surgical care. Learn more about Yakima Valley Memorial Hospital","yakima valley memorial hospital, memorial hospital,yakima valley","Voluntary non-profit - Private","true","305"
"29","341308","YADKIN VALLEY COMMUNITY HOSPITAL","Critical Access Hospitals","624 W Main St","Yadkinville","NC","27055","27055-7804","USA","Yadkin","336","37197","3120","","EST","Y","36.1267","36.134570","-80.6582","-80.671396","(336) 679-2041","","","","","Voluntary non-profit - Other","true",""
"30","360026","GREENE MEMORIAL HOSPITAL","Acute Care Hospitals","1141 N Monroe Dr","Xenia","OH","45385","45385-1619","USA","Greene","937","39057","2000","","EST","Y","39.6596","39.699850","-83.8999","-83.928517","(937) 352-2000","http://www.greene-memorial.org","Kettering Health Network - Dayton, Ohio","Kettering Health Network is a comprehensive health care network that includes Kettering, Sycamore, Grandview, Southview and Greene Memorial Hospital.","Kettering Health Network,Hospital,Charles F.,Sycamore,Grandview,Southview,greene,Dayton,Ohio,Brain,Baby,Cancer,jobs,nursing,healthcare,Weight Loss Surgery,heart,ipod,recruitment","Voluntary non-profit - Private","true","150"
"31","490111","WYTHE COUNTY COMMUNITY HOSPITAL","Acute Care Hospitals","600 W Ridge Rd","Wytheville","VA","24382","24382-1044","USA","Wythe","276","51197","","","EST","Y","36.9511","36.953379","-81.1120","-81.095454","(276) 228-0200","","","","","Voluntary non-profit - Private","true",""
"32","390316","SURGICAL INSTITUTE OF READING","Acute Care Hospitals","2752 Century Blvd","Wyomissing","PA","19610","","USA","Berks","610","42011","6680","","EST","Y","40.3377","40.358538","-75.9753","-75.988051","(717) 999-9999","","","","","Proprietary","true",""
"33","230236","METRO HEALTH HOSPITAL","Acute Care Hospitals","5900 Byron Center Ave SW","Wyoming","MI","49519","49519-9606","USA","Kent","616","26081","3000","","EST","Y","42.9041","42.857309","-85.7181","-85.722794","(616) 252-7200","http://www.metrohealth.net","Metro Health Home | Metro Health","","","Voluntary non-profit - Private","true","214"
"34","240050","FAIRVIEW LAKES  HEALTH SERVICES","Acute Care Hospitals","5200 Fairview Blvd","Wyoming","MN","55092","55092-8013","USA","Chisago","651","27025","5120","","CST","Y","45.3350","45.322679","-93.0889","-92.997481","(651) 982-7000","http://www.fairview.org","Fairview Health Services","Fairview Health Services is a regionally integrated health care network of preventive, primary, specialty, acute care, long-term care and home care services headquartered in Minneapolis, Minnesota.","fairview, healthcare, hospital, clinic, Minnesota, university, transplant, wellness, medicine, doctors, surgery, treatment, emergency, urgent, care, services, transplant, oncology, cancer, hematology, radiology, behavioral, recovery, therapy, research, ex","Voluntary non-profit - Private","true","38"
"35","390195","MAIN LINE HOSPITAL LANKENAU","Acute Care Hospitals","100 E Lancaster Ave","Wynnewood","PA","19096","19096-3413","USA","Montgomery","610","42091","","6160","EST","Y","39.9976","39.989672","-75.2742","-75.256680","(610) 645-2000","http://www.mainlinehealth.org/lh/","","","","Voluntary non-profit - Private","true","314"
"36","041307","CROSSRIDGE COMMUNITY HOSPITAL","Critical Access Hospitals","310 S Falls Blvd","Wynne","AR","72396","72396-3013","USA","Cross","870","05037","","","CST","Y","35.2584","35.221321","-90.8369","-90.787240","(870) 238-3300","","","","","Voluntary non-profit - Church","true",""
"37","230146","HENRY FORD WYANDOTTE HOSPITAL","Acute Care Hospitals","2333 Biddle Ave","Wyandotte","MI","48192","48192-4668","USA","Wayne","734","26163","","2160","EST","Y","42.2078","42.210420","-83.1608","-83.148766","(734) 246-6000","http://www.henryfordhealth.org","Henry Ford Hospital, Detroit, MI","Bariatric Surgery Cancer Heart & Vascular Neuroscience Organ Transplant Orthopaedic Surgery Urology View All Specialties","DMC, Henry Ford, Henry Ford Health System, Henry Ford Hospital, Detroit Hospitals, Michigan Hospitals","Voluntary non-profit - Private","true","355"
"38","061309","WRAY COMMUNITY DISTRICT HOSPITAL","Critical Access Hospitals","1017 W 7th St","Wray","CO","80758","80758-1420","USA","Yuma","970","08125","","","MST","Y","40.1407","40.075524","-102.2188","-102.234397","(970) 332-4811","","","","","Government - Hospital District or Authority","true",""
"39","240022","SANFORD  WORTHINGTON MEDICAL CENTER","Acute Care Hospitals","1018 6th Ave","Worthington","MN","56187","56187-2202","USA","Nobles","507","27105","","","CST","Y","43.6980","43.621914","-95.6043","-95.598829","(507) 372-2941","http://www.worthingtonhospital.com","","","","Proprietary","true","66"
"40","531306","WASHAKIE MEDICAL CENTER","Critical Access Hospitals","400 S 15th St","Worland","WY","82401","82401-3531","USA","Washakie","307","56043","","","MST","Y","43.9271","44.013704","-107.8134","-107.948436","(307) 347-3221","","","","","Voluntary non-profit - Other","true",""
"41","220062","ADCARE HOSPITAL OF WORCESTER INC","Acute Care Hospitals","107 Lincoln St","Worcester","MA","01605","01605-2401","USA","Worcester","508","25027","","9240","EST","Y","42.2894","42.276355","-71.7892","-71.795237","(508) 799-9000","http://www.adcare.com","AdCare Hospital | Alcohol Drug Rehab Massachusetts & Rhode Island","AdCare Hospital is Massachusetts premier alcohol & drug treatment program, offering residential inpatient and outpatient addiction treatment centers with locations centrally located throughout Massachusetts and Rhode Island.","addiction treatment centers, alcoholism treatment center, massachusetts alcohol rehab, medical detox facility, alcoholism, 800 alcohol, drug rehab, detox, outpatient alcoholism clinics, treatment, therapy, rehab, rhode island treatment, ma addiction recov","Proprietary","true","114"
"42","220163","UMASS MEMORIAL MEDICAL CENTER INC","Acute Care Hospitals","55 Lake Ave","Worcester","MA","01604","01604-1135","USA","Worcester","508","25027","","9240","EST","Y","42.2490","42.271674","-71.7692","-71.758660","(508) 334-1000","","","","","Voluntary non-profit - Private","true",""
"43","220176","ST VINCENT HOSPITAL","Acute Care Hospitals","123 Summer St","Worcester","MA","01608","01608-1216","USA","Worcester","508","25027","","9240","EST","Y","42.2617","42.266041","-71.8015","-71.795655","(508) 363-5000","","","","","Proprietary","true",""
"44","360036","WOOSTER COMMUNITY HOSPITAL","Acute Care Hospitals","1761 Beall Ave","Wooster","OH","44691","44691-2342","USA","Wayne","330","39169","","","EST","Y","40.8061","40.820545","-81.9813","-81.934104","(330) 263-8100","","","","","Government - Local","true","90"
"45","410011","LANDMARK MEDICAL CENTER,  INC","Acute Care Hospitals","115 Cass Ave","Woonsocket","RI","02895","02895-4705","USA","Providence","401","44007","6480","","EST","Y","42.0062","42.005281","-71.4864","-71.496511","(401) 769-4100","http://www.landmarkmedical.org","Landmark Medical Center - Woonsocket, RI","","","Voluntary non-profit - Private","true","153"
"46","370002","WOODWARD REGIONAL HOSPITAL","Acute Care Hospitals","900 17th St","Woodward","OK","73801","73801-2448","USA","Woodward","580","40153","","","CST","Y","36.4135","36.438283","-99.4147","-99.400895","(580) 256-5511","","","","","Proprietary","true","68"
"47","450460","TYLER COUNTY HOSPITAL","Acute Care Hospitals","1100 W Bluff St","Woodville","TX","75979","75979-4738","USA","Tyler","409","48457","","","CST","Y","30.7643","30.775406","-94.4448","-94.427841","(409) 283-8141","","","","","Government - Hospital District or Authority","true","26"
"48","301301","COTTAGE HOSPITAL","Critical Access Hospitals","90 Swiftwater Cir","Woodsville","NH","03785","03785-1421","USA","Grafton","603","33009","","","EST","Y","44.1173","44.117743","-71.8999","-71.942652","(603) 747-9000","","","","","Voluntary non-profit - Private","true",""
"49","140176","CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL","Acute Care Hospitals","3701 Doty Rd","Woodstock","IL","60098","60098-7509","USA","McHenry","815","17111","","1600","CST","Y","42.3247","42.274693","-88.4593","-88.399085","(815) 788-5823","http://www.centegra.org","Centegra Health System | Well Beyond Expectation","","","Voluntary non-profit - Private","true","126"
"50","491305","SHENANDOAH MEMORIAL HOSPITAL","Critical Access Hospitals","759 S Main St","Woodstock","VA","22664","22664-1127","USA","Shenandoah","540","51171","","","EST","Y","38.9287","38.872671","-78.5427","-78.512646","(540) 459-1100","","","","","Voluntary non-profit - Private","true",""
"51","520091","HOWARD YOUNG MED CTR","Acute Care Hospitals","240 Maple St","Woodruff","WI","54568","54568-9190","USA","Vilas","715","55125","","","CST","Y","45.9553","45.894427","-89.6779","-89.701635","(715) 356-8000","","","","","Voluntary non-profit - Church","true","125"
"52","061326","PIKES PEAK REGIONAL HOSPITAL","Critical Access Hospitals","16420 E Us Highway 24","Woodland Park","CO","80863","80863-9230","USA","Teller","719","08119","","","MST","Y","39.0237","38.979273","-105.0999","-105.042559","(719) 687-9999","","","","","Voluntary non-profit - Private","true",""
"53","050552","MOTION PICTURE & TELEVISION HOSPITAL","Acute Care Hospitals","23388 Mulholland Dr","Woodland Hills","CA","91364","91364-2733","USA","Los Angeles","818","06037","","4480","PST","Y","34.1552","34.158404","-118.5942","-118.636097","(818) 876-1888","http://www.mptvfund.org","Motion Picture & Television Fund","","motion picture television fund,mptf,motion picture home,home picture hospital,motion picture celebrity charities,motion picture celebrity charity","Voluntary non-profit - Other","true","218"
"54","050677","KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","Acute Care Hospitals","5601 De Soto Ave","Woodland Hills","CA","91367","91367-6701","USA","Los Angeles","818","06037","","4480","PST","Y","34.1772","34.172250","-118.6140","-118.588254","(818) 719-3800","http://www.kaiserpermanente.org","Health insurance for Medicare, families, and employers, health information at Kaiser Permanente","Find information and quotes on affordable health insurance for Medicare, families, individuals, and groups. Use our online health and drug encyclopedias, and locate Kaiser Permanente hospital and medical offices and phone numbers.","Kaiser Permanente online, kaiser permanente locations, kaiser health insurance, group, medical insurance, individual health insurance, quote, california health insurance, health topics, prescription drug information, drug encyclopedia","Voluntary non-profit - Private","true","148"
"55","050127","WOODLAND MEMORIAL HOSPITAL","Acute Care Hospitals","1325 Cottonwood St","Woodland","CA","95695","95695-5131","USA","Yolo","530","06113","","9270","PST","Y","38.6918","38.663411","-121.8615","-121.793214","(530) 662-3961","http://www.chw.edu","Catholic Healthcare West Home","","","Voluntary non-profit - Other","true","103"
"56","240213","HEALTHEAST WOODWINDS HOSPITAL","Acute Care Hospitals","1925 Woodwinds Dr","Woodbury","MN","55125","55125-4445","USA","Washington","651","27163","5120","","CST","Y","44.9197","44.920536","-92.9392","-92.979922","(651) 232-6880","","","","","Voluntary non-profit - Private","true",""
"57","310081","UNDERWOOD MEMORIAL HOSPITAL","Acute Care Hospitals","509 N Broad St","Woodbury","NJ","08096","08096-1617","USA","Gloucester","856","34015","","6160","EST","Y","39.8266","39.843514","-75.1276","-75.149285","(856) 845-0100","http://www.umhospital.org","Home / Underwood Memorial Hospital","","","Voluntary non-profit - Private","true","242"
"58","440200","STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL","Acute Care Hospitals","324 Doolittle Rd","Woodbury","TN","37190","37190-1139","USA","Cannon","615","47015","","","CST","Y","35.8239","35.832184","-86.0460","-86.072946","(615) 563-4001","http://www.stonesriverhospital.com","Stones River Hospital - Home","","","Proprietary","true","55"
"59","490113","POTOMAC HOSPITAL","Acute Care Hospitals","2300 Opitz Blvd","Woodbridge","VA","22191","22191-3311","USA","Prince William","703","51153","","8840","EST","Y","38.6245","38.634880","-77.2692","-77.284330","(703) 670-1313","http://www.potomachospital.com","Welcome to Sentara Potomac Hospital","","","Voluntary non-profit - Other","true","137"
"60","271341","TRINITY HOSPITAL","Critical Access Hospitals","315 Knapp St","Wolf Point","MT","59201","59201-1826","USA","Roosevelt","406","30085","","","MST","Y","48.3098","48.101211","-105.5886","-105.641268","(406) 653-6500","","","","","Voluntary non-profit - Private","true",""
"61","301312","HUGGINS HOSPITAL","Critical Access Hospitals","240 S Main St","Wolfeboro","NH","03894","03894-4411","USA","Carroll","603","33003","","","EST","Y","43.6057","43.580736","-71.1496","-71.201107","(603) 569-7500","","","","","Voluntary non-profit - Private","true",""
"62","351321","WISHEK COMMUNITY HOSPITAL","Critical Access Hospitals","1007 4th Ave S","Wishek","ND","58495","58495-7527","USA","McIntosh","701","38051","","","CST","Y","46.2334","46.255220","-99.6522","-99.551878","(701) 452-2326","","","","","Voluntary non-profit - Private","true",""
"63","520033","RIVERVIEW HSPTL ASSOC","Acute Care Hospitals","410 Dewey St","Wisconsin Rapids","WI","54494","54494-4715","USA","Wood","715","55141","","","CST","Y","44.3431","44.382105","-89.7334","-89.829639","(715) 423-6060","http://www.rhahealthcare.org","Riverview Hospital Association, South Wood County and Wisconsin Rapids","","","Voluntary non-profit - Private","true","197"
"64","360357","LIFE LINE HOSPITAL","Acute Care Hospitals","200 School St","Wintersville","OH","43953","","USA","Jefferson","740","39081","8080","","EST","Y","40.3638","40.3730112","-80.7135","-80.6997014","(740) 346-2600","","","","","Voluntary non-profit - Private","true",""
"65","161326","MADISON COUNTY MEMORIAL HOSPITAL","Critical Access Hospitals","300 W Hutchings St","Winterset","IA","50273","50273-2104","USA","Madison","515","19121","","","CST","Y","41.3406","41.328699","-94.0143","-94.017108","(515) 462-2373","","","","","Voluntary non-profit - Other","true",""
"66","451315","NORTH RUNNELS HOSPITAL","Critical Access Hospitals","7821 Fm-153","Winters","TX","79567","79567-7345","USA","Runnels","325","48399","","","CST","Y","31.9750","31.949734","-99.9034","-99.957700","(325) 754-4553","","","","","Government - Hospital District or Authority","true",""
"68","340014","FORSYTH MEMORIAL HOSPITAL","Acute Care Hospitals","3333 Silas Creek Pky","Winston-Salem","NC","27103","","USA","Forsyth","336","37067","3120","","EST","Y","36.0595","36.072652","-80.3192","-80.296451","(336) 718-5000","http://www.novanthealth.org","Novant Health","","","Voluntary non-profit - Private","true","714"
"69","340047","NORTH CAROLINA BAPTIST HOSPITAL","Acute Care Hospitals","Medical Center Blvd","Winston-Salem","NC","27157","","USA","Forsyth","336","37067","3120","","EST","Y","36.0964","36.0892758","-80.2096","-80.2713139","(336) 716-2011","http://www.wfubmc.edu","Wake Forest Baptist Health - Ranked Among the Best Hospitals by U.S. News & World Report - Wake Forest Baptist Medical Center","Welcome to Wake Forest Baptist Health (WFBH), one of the nation's finest academic medical centers.","NCBH;North Carolina Baptist Hospital;WFUSM;Wake Forest University Baptist Medical Center;Wake Forest University School of Medicine;academic medical center;health care;health information;medical research, wake forest baptist medical center, forsyth county","Voluntary non-profit - Private","true","770"
"70","340148","MEDICAL PARK HOSPITAL","Acute Care Hospitals","1950 S Hawthorne Rd","Winston-Salem","NC","27103","27103-3912","USA","Forsyth","336","37067","3120","","EST","Y","36.0595","36.078300","-80.3192","-80.295612","(336) 718-0600","","","","","Voluntary non-profit - Other","true","40"
"71","031311","LITTLE COLORADO MEDICAL CENTER","Critical Access Hospitals","1501 N Williamson Ave","Winslow","AZ","86047","86047-2735","USA","Navajo","928","04017","","","MST","N","35.1934","35.035508","-110.3619","-110.691884","(928) 289-4691","","","","","Proprietary","true",""
"72","240044","WINONA HEALTH SERVICES","Acute Care Hospitals","855 Mankato Ave","Winona","MN","55987","55987-4868","USA","Winona","507","27169","","","CST","Y","43.9823","44.033487","-91.6349","-91.622310","(507) 454-3650","http://www.winonahealth.org","Winona Health | Healthy Starts Here","Winona Health is a community owned non-profit organization dedicated to meeting the healthcare needs of the Winona, Minnesota, regional community.","","Voluntary non-profit - Private","true","76"
"73","251312","TYLER HOLMES MEMORIAL HOSPITAL CAH","Critical Access Hospitals","409 Tyler Holmes Dr","Winona","MS","38967","38967-1521","USA","Montgomery","662","28097","","","CST","Y","33.4912","33.490174","-89.7194","-89.737880","(662) 283-4114","","","","","Government - Local","true",""
"74","190140","FRANKLIN MEDICAL CENTER","Acute Care Hospitals","2106 Loop Rd","Winnsboro","LA","71295","71295-3318","USA","Franklin","318","22041","","","CST","Y","32.1434","32.158297","-91.7026","-91.705275","(318) 435-9411","","","","","Government - Hospital District or Authority","true","47"
"75","421302","FAIRFIELD MEMORIAL HOSPITAL","Critical Access Hospitals","321 Bypass","Winnsboro","SC","29180","","USA","Fairfield","803","45039","","","EST","Y","34.4133","34.401979","-81.1456","-81.103234","(803) 635-0233","","","","","Government - Local","true",""
"76","450224","MOTHER FRANCES HOSPITAL- WINNSBORO","Acute Care Hospitals","719 W Coke Rd","Winnsboro","TX","75494","75494-3007","USA","Wood","903","48499","","","CST","Y","32.8788","32.947869","-95.2566","-95.305179","(903) 342-5227","http://www.texashealth.org","Texas Health Resources, 24 hospitals in Dallas-Fort Worth, North Texas","Texas Health Resources has 24 owned, operated, joint-ventured or affiliated hospitals, 20,500 employees, 4,100 licensed beds in Dallas-Fort Worth, North Texas.  Nearly everyone in America agrees that our nation's health care system can be improved. A grow","Texas Health Resources, THR, Texas Health, Arlington Memorial, Harris Methodist, Presbyterian, Texas Health Resources TexasHealth.org 1-877-THR-WELL Healing Hands Caring Hearts Allen Arlington Azle Cleburne Dallas Fort Worth Hurst Euless Bedford Kaufman P","Voluntary non-profit - Private","true","46"
"77","190090","WINN PARISH MEDICAL CENTER","Acute Care Hospitals","301 W Boundary Ave","Winnfield","LA","71483","71483-3427","USA","Winn","318","22127","","","CST","Y","31.8850","31.924869","-92.6017","-92.645057","(318) 648-3007","http://www.winnparishmedical.com","Winn Parish Medical Center - Home Page","Winn Parish Medical Center, in Winnfield, LA, is committed to the care and improvement of human life and we strive to deliver high quality, cost effective health care in the communities we serve.","hca,winn parish,hospital,medical center,la,new orleans,surgery,care,patient,physicians,doctors,physician,doctor,health care,healthcare,rapides,Louisiana, winnfield,baton rouge","Proprietary","true","103"
"78","431334","WINNER REGIONAL HEALTHCARE CENTER - CAH","Critical Access Hospitals","745 E 8th St","Winner","SD","57580","57580-2677","USA","Tripp","605","46123","","","CST","Y","43.2923","43.370735","-99.8934","-99.847924","(605) 842-7100","","","","","Voluntary non-profit - Private","true",""
